sms_id,text,label
sms11215,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",ham
sms11216,I'll text now! All creepy like so he won't think that we forgot,ham
sms11217,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",ham
sms11218,You have 1 new voicemail. Please call 08719181513.,spam
sms11219,"Damn, can you make it tonight or do you want to just wait til tomorrow",ham
sms11220,K..k..i'm also fine:)when will you complete the course?,ham
sms11221,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",ham
sms11222,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
sms11223,Prakesh is there know.,ham
sms11224,Teach me apps da. When you come to college.,ham
sms11225,Rofl betta invest in some  anti aging products,ham
sms11226,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam
sms11227,"sir, you will receive the account no another 1hr time. Sorry for the delay.",ham
sms11228,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,spam
sms11229,So ü'll be submitting da project tmr rite?,ham
sms11230,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,spam
sms11231,Jus ans me lar. U'll noe later.,ham
sms11232,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,ham
sms11233,have got * few things to do. may be in * pub later.,ham
sms11234,1's finish meeting call me.,ham
sms11235,Lol ok. I'll snatch her purse too.,ham
sms11236,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,ham
sms11237,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
sms11238,How much are we getting?,ham
sms11239,Is ur paper in e morn or aft tmr?,ham
sms11240,"Dear relieved of westonzoyland, all going to plan this end too!",ham
sms11241,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,ham
sms11242,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,ham
sms11243,"I want to show you the world, princess :) how about europe?",ham
sms11244,Nobody can decide where to eat and dad wants Chinese,ham
sms11245,No shoot me. I'm in the docs waiting room. :/,ham
sms11246,Now? I'm going out 4 dinner soon..,ham
sms11247,Hello which the site to download songs its urgent pls,ham
sms11248,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",ham
sms11249,Horrible gal. Me in sch doing some stuff. How come u got mc?,ham
sms11250,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",ham
sms11251,"I call you later, don't have network. If urgnt, sms me.",ham
sms11252,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ham
sms11253,Please CALL 08712402779 immediately as there is an urgent message waiting for you,spam
sms11254,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,ham
sms11255,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,ham
sms11256,What your plan for pongal?,ham
sms11257,Just wait till end of march when el nino gets himself. Oh.,ham
sms11258,"Not yet chikku..going to room nw, i'm in bus..",ham
sms11259,Am also doing in cbe only. But have to pay.,ham
sms11260,Honey boo I'm missing u.,ham
sms11261,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",ham
sms11262,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",ham
sms11263,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",ham
sms11264,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",spam
sms11265,Ok. No wahala. Just remember that a friend in need ...,ham
sms11266,I will see in half an hour,ham
sms11267,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",ham
sms11268,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",ham
sms11269,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,ham
sms11270,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,spam
sms11271,"Tee hee. Off to lecture, cheery bye bye.",ham
sms11272,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",ham
sms11273,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,ham
sms11274,Ok...,ham
sms11275,network operator. The service is free. For T & C's visit 80488.biz,spam
sms11276,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,ham
sms11277,Wot u up 2 u weirdo?,ham
sms11278,Can do lor...,ham
sms11279,Dont put your phone on silent mode ok,ham
sms11280,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,ham
sms11281,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,ham
sms11282,Oh ho. Is this the first time u use these type of words,ham
sms11283,Am I the only one who doesn't stalk profiles?,ham
sms11284,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",ham
sms11285,Yes i thought so. Thanks.,ham
sms11286,But if she.s drinkin i'm ok.,ham
sms11287,"Just wondering, the others just took off",ham
sms11288,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham
sms11289,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",ham
sms11290,Happy new year to u too!,ham
sms11291,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",ham
sms11292,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,ham
sms11293,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",ham
sms11294,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,ham
sms11295,Happy birthday... May all ur dreams come true...,ham
sms11296,Aiyah u did ok already lar. E nydc at wheellock?,ham
sms11297,TELL HER I SAID EAT SHIT.,ham
sms11298,Sure! I am driving but will reach my destination soon.,ham
sms11299,"K so am I, how much for an 8th? Fifty?",ham
sms11300,Your daily text from me – a favour this time,ham
sms11301,Great to hear you are settling well. So what's happenin wit ola?,ham
sms11302,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,ham
sms11303,I tot u reach liao. He said t-shirt.,ham
sms11304,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",ham
sms11305,I cant pick the phone right now. Pls send a message,ham
sms11306,Your right! I'll make the appointment right now.,ham
sms11307,Designation is software developer and may be she get chennai:),ham
sms11308,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,spam
sms11309,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam
sms11310,I jokin oni lar.. Ü busy then i wun disturb ü.,ham
sms11311,"Ok, be careful ! Don't text and drive !",ham
sms11312,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",ham
sms11313,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,ham
sms11314,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,ham
sms11315,How abt making some of the pics bigger?,ham
sms11316,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,ham
sms11317,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",ham
sms11318,Why nothing. Ok anyway give me treat,ham
sms11319,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam
sms11320,Ok...,ham
sms11321,Correct. So how was work today,ham
sms11322,"Just sent again. Do you scream and moan in bed, princess?",ham
sms11323,"I wake up long ago already... Dunno, what other thing?",ham
sms11324,Oh just getting even with u.... u?,ham
sms11325,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,ham
sms11326,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,ham
sms11327,Yeah jay's sort of a fucking retard,ham
sms11328,"Sorry, was in the bathroom, sup",ham
sms11329,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,spam
sms11330,My exam is for february 4. Wish you a great day.,ham
sms11331,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,ham
sms11332,"Aight no rush, I'll ask jay",ham
sms11333,Good Morning plz call me sir,ham
sms11334,It's ok lar. U sleep early too... Nite...,ham
sms11335,"Oh... Icic... K lor, den meet other day...",ham
sms11336,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",ham
sms11337,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",ham
sms11338,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",ham
sms11339,Then she buying today? Ü no need to c meh...,ham
sms11340,Aight sorry I take ten years to shower. What's the plan?,ham
sms11341,Every monday..nxt week vl be completing..,ham
sms11342,Might ax well im there.,ham
sms11343,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,ham
sms11344,Yeah I'll try to scrounge something up,ham
sms11345,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,ham
sms11346,Were somewhere on Fredericksburg,ham
sms11347,Que pases un buen tiempo or something like that,ham
sms11348,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,ham
sms11349,She doesnt need any test.,ham
sms11350,"Nothing much, chillin at home. Any super bowl plan?",ham
sms11351,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",spam
sms11352,Bugis oso near wat... ,ham
sms11353,Yo theres no class tmrw right?,ham
sms11354,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,ham
sms11355,"Goodnight, sleep well da please take care pa. Please.",ham
sms11356,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,ham
sms11357,Convey my regards to him,ham
sms11358,U ned to convince him tht its not possible witot hurting his feeling its the main,ham
sms11359,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",ham
sms11360,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,ham
sms11361,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",ham
sms11362,Yo dude guess who just got arrested the other day,ham
sms11363,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,ham
sms11364,What does the dance river do?,ham
sms11365,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",ham
sms11366,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,ham
sms11367,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",spam
sms11368,Bbq this sat at mine from 6ish. Ur welcome 2 come,ham
sms11369,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",ham
sms11370,Alright. I'm out--have a good night!,ham
sms11371,Did you try making another butt.,ham
sms11372,Hope you are feeling great. Pls fill me in. Abiola,ham
sms11373,I though we shd go out n have some fun so bar in town or something – sound ok?,ham
sms11374,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",ham
sms11375,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",spam
sms11376,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",spam
sms11377,We're finally ready fyi,ham
sms11378,Auntie huai juan never pick up her phone,ham
sms11379,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,spam
sms11380,"Ya tel, wats ur problem..",ham
sms11381,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
sms11382,i dnt wnt to tlk wid u,ham
sms11383,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",ham
sms11384,Its ok my arm is feeling weak cuz i got a shot so we can go another time,ham
sms11385,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,ham
sms11386,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",ham
sms11387,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,ham
sms11388,All e best 4 ur exam later.,ham
sms11389,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,ham
sms11390,Oh k.i think most of wi and nz players unsold.,ham
sms11391,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",ham
sms11392,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",ham
sms11393,"Haha just kidding, papa needs drugs",ham
sms11394,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",ham
sms11395,Oh ok..,ham
sms11396,R we still meeting 4 dinner tonight?,ham
sms11397,Thats cool! I am a gentleman and will treat you with dignity and respect.,ham
sms11398,Shall i start from hear.,ham
sms11399,Then we wait 4 u lor... No need 2 feel bad lar...,ham
sms11400,No did you check? I got his detailed message now,ham
sms11401,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,ham
sms11402,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",ham
sms11403,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,ham
sms11404,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,ham
sms11405,cool. We will have fun practicing making babies!,ham
sms11406,Actually getting ready to leave the house.,ham
sms11407,K..k..any special today?,ham
sms11408,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",spam
sms11409,Then we gotta do it after that,ham
sms11410,"I've got ten bucks, jay is being noncomittal",ham
sms11411,Where at were hungry too,ham
sms11412,Pls speak to that customer machan.,ham
sms11413,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,ham
sms11414,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham
sms11415,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,spam
sms11416,So wats ur opinion abt him and how abt is character?,ham
sms11417,Jay is snickering and tells me that x is totally fucking up the chords as we speak,ham
sms11418,No..few hours before.went to hair cut .,ham
sms11419,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,ham
sms11420,Lmao. Take a pic and send it to me.,ham
sms11421,Speak only when you feel your words are better than the silence... Gud mrng:-),ham
sms11422,No. She's currently in scotland for that.,ham
sms11423,Do you work all this week ?,ham
sms11424,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,spam
sms11425,Lol great now im getting hungry.,ham
sms11426,Yes.. now only saw your message..,ham
sms11427,I'll be at mu in like  &lt;#&gt;  seconds,ham
sms11428,Ok...,ham
sms11429,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,ham
sms11430,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",ham
sms11431,For sale - arsenal dartboard. Good condition but no doubles or trebles!,spam
sms11432,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,ham
sms11433,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",ham
sms11434,Thanks for ve lovely wisheds. You rock,ham
sms11435,You intrepid duo you! Have a great time and see you both soon. ,ham
sms11436,I asked sen to come chennai and search for job.,ham
sms11437,Dad went out oredi... ,ham
sms11438,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",ham
sms11439,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,ham
sms11440,"Arms fine, how's Cardiff and uni? ",ham
sms11441,In fact when do you leave? I think addie goes back to school tues or wed,ham
sms11442,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",ham
sms11443,Ya:)going for restaurant..,ham
sms11444,"Its ok., i just askd did u knw tht no?",ham
sms11445,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam
sms11446,Those ducking chinchillas,ham
sms11447,I am in a marriage function,ham
sms11448,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,ham
sms11449,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,ham
sms11450,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,spam
sms11451,say thanks2. ,ham
sms11452,Msg me when rajini comes.,ham
sms11453,Ya! when are ü taking ure practical lessons? I start in june..  ,ham
sms11454,"That's good, because I need drugs",ham
sms11455,Stupid.its not possible,ham
sms11456,Can ü all decide faster cos my sis going home liao..,ham
sms11457,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,spam
sms11458,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,ham
sms11459,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,spam
sms11460,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham
sms11461,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam
sms11462,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",ham
sms11463,Kinda. First one gets in at twelve! Aah. Speak tomo,ham
sms11464,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",spam
sms11465,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,ham
sms11466,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,ham
sms11467,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",spam
sms11468,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,ham
sms11469,I wont touch you with out your permission.,ham
sms11470,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,spam
sms11471,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham
sms11472,Take some small dose tablet for fever,ham
sms11473,Oh. U must have taken your REAL Valentine out shopping first.,ham
sms11474,"Just sent you an email – to an address with incomm in it, is that right?",ham
sms11475,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",ham
sms11476,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",ham
sms11477,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",ham
sms11478,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,ham
sms11479,Why you keeping me away like this,ham
sms11480,I think its far more than that but find out. Check google maps for a place from your dorm.,ham
sms11481,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,ham
sms11482,Have you always been saying welp?,ham
sms11483,"I'm a guy, browsin is compulsory",ham
sms11484,Ok...,ham
sms11485,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,ham
sms11486,"Sorry, I'll call later",ham
sms11487,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",ham
sms11488,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",ham
sms11489,I told your number to gautham..,ham
sms11490,Tell them no need to investigate about me anywhere.,ham
sms11491,Ok i juz receive..,ham
sms11492,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",ham
sms11493,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",spam
sms11494,In the end she might still vomit but its okay. Not everything will come out.,ham
sms11495,How are you with moneY...as in to you...money aint a thing....how are you sha!,ham
sms11496,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,ham
sms11497,Hey gals.. Anyone of u going down to e driving centre tmr?,ham
sms11498,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,ham
sms11499,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,ham
sms11500,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",ham
sms11501,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",spam
sms11502,Host-based IDPS for linux systems.,ham
sms11503,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
sms11504,Don no da:)whats you plan?,ham
sms11505,Ill be there on  &lt;#&gt;  ok.,ham
sms11506,Oh my God. I'm almost home,ham
sms11507,Total video converter free download type this in google search:),ham
sms11508,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,spam
sms11509,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham
sms11510,Sounds like something that someone testing me would sayy,ham
sms11511,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,ham
sms11512,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",ham
sms11513,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,ham
sms11514,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",ham
sms11515,Hows the champ just leaving glasgow!,ham
sms11516,K:)all the best:)congrats...,ham
sms11517,I wonder if you'll get this text?,ham
sms11518,I need to come home and give you some good lovin...,ham
sms11519,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,spam
sms11520,Shall i ask one thing if you dont mistake me.,ham
sms11521,Check wid corect speling i.e. Sarcasm,ham
sms11522,"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam
sms11523,Are you angry with me. What happen dear,ham
sms11524,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,ham
sms11525,Yup ok thanx...,ham
sms11526,Hi:)cts employee how are you?,ham
sms11527,Pls pls find out from aunt nike.,ham
sms11528,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",ham
sms11529,No screaming means shouting..,ham
sms11530,Hey what happen de. Are you alright.,ham
sms11531,Should I have picked up a receipt or something earlier,ham
sms11532,I think chennai well settled?,ham
sms11533,Oh dang! I didn't mean o send that to you! Lol!,ham
sms11534,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,ham
sms11535,Horrible bf... I now v hungry...,ham
sms11536,Remember on that day..,ham
sms11537,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
sms11538,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,ham
sms11539,All sounds good. Fingers . Makes it difficult to type,ham
sms11540,Midnight at the earliest,ham
sms11541,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,ham
sms11542,K come to nordstrom when you're done,ham
